feature	partner	model_id
TCP11L1	LDLRAD3	SIDM00875
TSPAN4	BRSK2	SIDM00875
TTC28	CHEK2	SIDM00875
UBC	NCOR2	SIDM00875
UQCRC2	RFT1	SIDM00875
USP31	WNK1	SIDM00875
CYTH1	EXOC7	SIDM00877
EXT2	DPP8	SIDM00877
LINC01158	SEPT10	SIDM00877
PRPSAP1	CYTH1	SIDM00877
SCD5	LIN54	SIDM00877
TRA2B	MSL2	SIDM00877
ANO1	PPFIA1	SIDM00878
ASH2L	BAG4	SIDM00878
C21orf91	BTG3	SIDM00878
CASC21	AP5B1	SIDM00878
CASC8	AP5B1	SIDM00878
CASC8	PVT1	SIDM00878
CNN2	GPX4	SIDM00878
COL4A2	ING1	SIDM00878
CSGALNACT1	PSD3	SIDM00878
GMDS	TMEM189	SIDM00878
IL1RN	DPY19L4	SIDM00878
LMF1	BOP1	SIDM00878
MATN4	TOMM34	SIDM00878
PPM1G	GPN1	SIDM00878
RXFP1	FNIP2	SIDM00878
TFCP2	SIPA1L3	SIDM00878
UBR4	TCHP	SIDM00878
UCHL1	LIMCH1	SIDM00878
ZC2HC1C	JDP2	SIDM00878
ZFP42	URI1	SIDM00878
ALDH7A1	SLC9A7	SIDM00879
CHSY1	NT5C3A	SIDM00879
ABCG1	SLC37A1	SIDM00881
BLVRB	CD151	SIDM00881
CCDC170	ESR1	SIDM00881
CD151	SIRT3	SIDM00881
HEYL	HIVEP3	SIDM00881
IFFO2	VPS13D	SIDM00881
IL1RL2	SLC9A2	SIDM00881
MEGF9	CDK5RAP2	SIDM00881
NGFR	SPAG9	SIDM00881
OBSCN	RNF187	SIDM00881
OPRD1	C1orf159	SIDM00881
PLA2G2D	LINC01128	SIDM00881
SLC28A1	PDE8A	SIDM00881
SPAG9	NGFR	SIDM00881
ABHD12B	CEP170B	SIDM00882
ATAD2	GRB7	SIDM00882
CA3	CHD6	SIDM00882
CHMP4C	ERBB2	SIDM00882
CLIP1	VPS33A	SIDM00882
CYB5R2	SYT7	SIDM00882
ERBB2	MMP16	SIDM00882
HOXB7	SYS1	SIDM00882
HOXB9	SYS1	SIDM00882
NADSYN1	LRCH1	SIDM00882
NCOR1	NDUFAF6	SIDM00882
NDUFAF6	PLEC	SIDM00882
OSBPL2	STMN3	SIDM00882
PVT1	ZFAND1	SIDM00882
RALGPS1	ZNF79	SIDM00882
RIPOR3	EIF3H	SIDM00882
RMDN1	CCNE2	SIDM00882
RNFT1	SLC46A1	SIDM00882
SERPINA4	IFT43	SIDM00882
SKAP1	CHD6	SIDM00882
SPECC1	RIPK2	SIDM00882
SPOP	RNF139	SIDM00882
STMN3	TONSL	SIDM00882
SYT9	LDLRAD3	SIDM00882
TAC4	STARD3	SIDM00882
TCEA2	SLCO4A1	SIDM00882
TRUB2	VAV2	SIDM00882
TSHZ2	ZNF251	SIDM00882
UGT8	EXT1	SIDM00882
ZFYVE19	VPS18	SIDM00882
ABCA4	GCLM	SIDM00884
CARD11	GNA12	SIDM00884
CYP39A1	EIF3K	SIDM00884
DEGS2	WARS	SIDM00884
FOXK2	LMF1	SIDM00884
FUBP3	PRRC2B	SIDM00884
KIF18B	EFTUD2	SIDM00884
LINC01278	MDH1	SIDM00884
LRCH3	RAB7A	SIDM00884
MROH1	MFSD3	SIDM00884
PKD2	E2F3	SIDM00884
RAB37	TMEM104	SIDM00884
RBMS1	PLA2R1	SIDM00884
RNA28S5	PDIA5	SIDM00884
RPF1	RNGTT	SIDM00884
STPG2-AS1	UNC5C	SIDM00884
CDH23	KLK5	SIDM00885
GEMIN2	CTAGE5	SIDM00885
HESX1	IL17RD	SIDM00885
LHFPL3	KMT2E	SIDM00885
LINC00483	ANKRD40	SIDM00885
NOTCH2	SEC22B	SIDM00885
PDE8A	AKAP13	SIDM00885
PTBP3	SUSD1	SIDM00885
SCUBE2	CTCF	SIDM00885
SGSM2	PAFAH1B1	SIDM00885
SHISA9	ALDOA	SIDM00885
SMCO2	PPFIBP1	SIDM00885
SMTNL1	CTNND1	SIDM00885
TM9SF4	POFUT1	SIDM00885
TMCC1	PLXND1	SIDM00885
TOMM40	CLPTM1	SIDM00885
TRERF1	PUM1	SIDM00885
ZNF135	ZNF274	SIDM00885
B3GNTL1	SPAG7	SIDM00887
ERBIN	NLN	SIDM00887
PGAM5	EP400	SIDM00887
PIP4K2B	PCGF2	SIDM00887
SERPINF1	B3GNTL1	SIDM00887
SET	CAAP1	SIDM00887
SLC43A2	ABR	SIDM00887
VMP1	RPS6KB1	SIDM00887
TMEM260	OTX2-AS1	SIDM00888
C2orf42	PCBP1-AS1	SIDM00889
CASC8	CCAT1	SIDM00889
CHMP2A	ANKRD11	SIDM00889
GPRIN3	FAM13A	SIDM00889
IFT81	ATP2A2	SIDM00889
IPO7	SBF2-AS1	SIDM00889
KIAA0825	FAM172A	SIDM00889
MCTP1	KIAA0825	SIDM00889
PIBF1	KLF5	SIDM00889
RNF115	SRGAP2	SIDM00889
SBNO1	MPHOSPH9	SIDM00889
SCUBE2	ST5	SIDM00889
TECPR2	RCOR1	SIDM00889
TENM3	WWC2	SIDM00889
TMEM189-UBE2V1	IP6K1	SIDM00889
ZDHHC5	CTNND1	SIDM00889
KMT2A	PKIG	SIDM00890
MARCH4	SPATS2L	SIDM00890
TRMT1L	PPP1R12B	SIDM00890
YAP1	NDRG3	SIDM00890
AKT2	DBP	SIDM00892
CSAD	KRT8	SIDM00892
IGHM	KLC1	SIDM00892
MARK3	SMARCB1	SIDM00892
ZNF605	ANKLE2	SIDM00892
ARHGEF4	PLEKHB2	SIDM00893
CASC21	PVT1	SIDM00893
CENPP	CELSR2	SIDM00893
DOPEY2	MORC3	SIDM00893
GOPC	FHDC1	SIDM00893
ILDR1	GOLGB1	SIDM00893
LCN2	CIZ1	SIDM00893
MAP3K20	FIGN	SIDM00893
NMRAL1	CORO7	SIDM00893
RNF216	ACTB	SIDM00893
RNF216	TNRC18	SIDM00893
TBK1	RASSF3	SIDM00893
TYW1	VOPP1	SIDM00893
USP22	LIMA1	SIDM00893
HECTD4	NAA25	SIDM00895
LAMA3	TTC39C	SIDM00895
SELPLG	SART3	SIDM00895
TESC	BAZ2A	SIDM00895
UBC	NCOR2	SIDM00895
ADSS	SMYD3	SIDM00896
AGO2	TRAPPC9	SIDM00896
CALB1	NCOA2	SIDM00898
COLEC10	TAF2	SIDM00898
CPNE1	PREX1	SIDM00898
CTNNBL1	VSTM2L	SIDM00898
EIF3H	CYTH1	SIDM00898
FBXL7	TRIO	SIDM00898
GSDMB	TATDN1	SIDM00898
ITCH	DHX35	SIDM00898
LINC00536	PVT1	SIDM00898
LINC00824	SLC45A4	SIDM00898
LRRFIP2	SUMF1	SIDM00898
MED24	MSL1	SIDM00898
MRPL13	SAMD12	SIDM00898
NARF	FOXK2	SIDM00898
PCDH1	ANKHD1	SIDM00898
PKIA	RARA	SIDM00898
SNTB1	KLHDC2	SIDM00898
TLK2	ATAD5	SIDM00898
TRAPPC9	PTK2	SIDM00898
UQCR10	MTMR3	SIDM00898
WDR82	PBRM1	SIDM00898
ZNF704	TBC1D31	SIDM00898
CASC21	CASC19	SIDM00899
CASC8	CCAT1	SIDM00899
OGFOD2	PXN	SIDM00899
REEP1	POLR1A	SIDM00899
SRPK2	LINC-PINT	SIDM00900
PRKG1	VGLL4	SIDM00901
PTN	CREB3L2	SIDM00901
SLC35A1	TSHZ2	SIDM00901
FYB1	RICTOR	SIDM00903
WDR72	SCAMP2	SIDM00903
GNAL	MIB1	SIDM00905
NEK11	ATP2C1	SIDM00905
RASSF5	MAPKAPK2	SIDM00905
SLC9B1	SLC39A8	SIDM00905
UBE2D3	SLC39A8	SIDM00905
DNAJB12	SH3GLB1	SIDM00915
ELMOD1	NALCN	SIDM00915
EMID1	LIMK2	SIDM00915
ERMAP	FOXJ3	SIDM00915
KIAA0100	MSI2	SIDM00915
MSI2	KIAA0100	SIDM00915
PPIEL	MYCL	SIDM00915
PRICKLE3	WDR13	SIDM00915
PRRC2B	NUP214	SIDM00915
IGLC2	IGLVI-70	SIDM00917
C4orf19	PGM2	SIDM00918
CASC11	CEP170	SIDM00918
CNTN4	WNK1	SIDM00918
GHDC	RAB5C	SIDM00918
LINC01221	PRRC2C	SIDM00918
RGL1	MROH3P	SIDM00918
RGL3	KANK2	SIDM00918
RYR1	MRPS12	SIDM00918
SPINT2	ZNF571	SIDM00918
ACTN1	ZFP36L1	SIDM00919
ADARB1	CREBBP	SIDM00919
CCDC88A	MTIF2	SIDM00919
CD3G	PHLDB1	SIDM00919
CMAHP	YTHDF2	SIDM00919
CMSS1	ADGRG7	SIDM00919
DECR2	RAB11FIP3	SIDM00919
DNAH2	CHD3	SIDM00919
FBXO42	EPHA2	SIDM00919
GLRA1	SPARC	SIDM00919
OFCC1	SLC52A3	SIDM00919
RNA28S5	TMTC3	SIDM00919
RUNX3	KLHL18	SIDM00919
SH3KBP1	SCML2	SIDM00919
SLC1A3	CNOT6	SIDM00919
SRSF3	PACSIN1	SIDM00919
SYTL3	IGF2R	SIDM00919
UBE2Q2	FBXO22	SIDM00919
WDR74	STX5	SIDM00919
CARNS1	XRRA1	SIDM00920
COL5A1	EHMT1	SIDM00920
IDE	CPEB3	SIDM00920
PPFIA1	CHKA	SIDM00920
PRKAG2	ST7	SIDM00920
DHCR24	ZNF644	SIDM00921
FOXR1	RPS25	SIDM00921
GNG7	ELAVL1	SIDM00921
GRIK4	UGGT2	SIDM00921
HECW2	STK17B	SIDM00921
LRRC20	ARID5B	SIDM00921
PCCA	SORL1	SIDM00921
SPATS1	CDC5L	SIDM00921
HCG20	PPARD	SIDM00922
KRT223P	CDC6	SIDM00922
IPO7	ZNF143	SIDM00923
LINC01399	ATP6V1E1	SIDM00923
PIGU	JARID2	SIDM00923
UBC	NCOR2	SIDM00923
VMP1	DHX40	SIDM00923
VSIG4	ATRX	SIDM00923
ZNF638	PTP4A1	SIDM00923
CLDN1	COPS2	SIDM00924
CLDN1	NEDD4	SIDM00924
DNAJC13	PIGB	SIDM00924
ERI3	TTLL7	SIDM00924
FSIP1	HERC1	SIDM00924
HIVEP3	PRKACB	SIDM00924
HMGN5	BRWD3	SIDM00924
MAPK6	PYGO1	SIDM00924
MECOM	PRKCI	SIDM00924
MECOM	SKIL	SIDM00924
MIER1	KDM5B	SIDM00924
MIER1	NOTCH2NL	SIDM00924
NOL6	APTX	SIDM00924
PDE3A	NMT2	SIDM00924
PIP4K2A	SVIL	SIDM00924
SHC4	CCPG1	SIDM00924
TLN2	DNAJC13	SIDM00924
TXNRD2	UFD1	SIDM00924
ARL17A	KANSL1	SIDM00925
GLCE	KIF23	SIDM00925
MTCL1	ANKRD12	SIDM00925
PCNX3	RELA	SIDM00925
PLEKHD1	PCNX1	SIDM00925
RHOT1	LRRC8C	SIDM00925
RNASEH2C	RELA	SIDM00925
SCMH1	MEAF6	SIDM00925
SLC35A1	TSHZ2	SIDM00925
SULT6B1	EIF2AK2	SIDM00925
TMEM254	TSPAN14	SIDM00925
ARL13B	TRAK1	SIDM00926
DCAF12	UBAP1	SIDM00926
FRMD4B	ARL13B	SIDM00926
FRMD4B	BBX	SIDM00926
FRMD4B	TRAK1	SIDM00926
KCNK9	TRAPPC9	SIDM00926
PNPLA7	NSMF	SIDM00926
RGL1	TSEN15	SIDM00926
TM9SF3	ENTPD1-AS1	SIDM00926
ACO2	XRCC6	SIDM00927
AGO1	AGO3	SIDM00927
AGRN	VPS8	SIDM00927
BEND3	HDAC2	SIDM00927
CASC21	KCNQ3	SIDM00927
CASC8	EBAG9	SIDM00927
DCTN2	R3HDM2	SIDM00927
DYRK1A	UNC45A	SIDM00927
ENPEP	ELOVL6	SIDM00927
ESRP1	PKHD1L1	SIDM00927
FAM49B	LRP12	SIDM00927
FGD5	BTD	SIDM00927
HEATR3	PPP4R3A	SIDM00927
HEYL	MACF1	SIDM00927
HSDL2	KIAA1958	SIDM00927
INPP5B	PPIEL	SIDM00927
ITGAE	TCEA2	SIDM00927
KCNJ6	DSCR4	SIDM00927
KLF3	CYLD	SIDM00927
NANOS2	OPA3	SIDM00927
OR51E1	MMP26	SIDM00927
PIAS4	UHRF1	SIDM00927
PIK3C3	TWSG1	SIDM00927
PKHD1L1	PTK2	SIDM00927
PLCB1	PLCB4	SIDM00927
PRDM16	ADCY2	SIDM00927
SFTA3	BAZ1A	SIDM00927
SH3PXD2A	NEURL1	SIDM00927
SKAP1	NFE2L1	SIDM00927
TCF12	CGNL1	SIDM00927
TMC7	TMC5	SIDM00927
TMCC1	PLXND1	SIDM00927
TRPC4	FBXL3	SIDM00927
UBE2B	JADE2	SIDM00927
ZNF616	ZNF649	SIDM00927
MC1R	AFG3L1P	SIDM00928
NLRC5	KATNB1	SIDM00928
NPLOC4	FAAP100	SIDM00928
PXMP4	NUP153	SIDM00928
ADGRE2	MFHAS1	SIDM00929
ANXA13	FBXO32	SIDM00929
DLEU1	B3GAT2	SIDM00929
KCNQ1	CHID1	SIDM00929
NRF1	CABIN1	SIDM00929
PCNX2	EPRS	SIDM00929
PPL	GLYR1	SIDM00929
PPP2R5C	DYNC1H1	SIDM00929
RASGRF2-AS1	PDSS1	SIDM00929
SLC22A18AS	IPO7	SIDM00929
UBE4B	KIF1B	SIDM00929
ANGPT1	ACOT8	SIDM00930
CRIM1	FAM193B	SIDM00930
FGF20	HMBOX1	SIDM00930
GTF2A2	MLLT6	SIDM00930
JMJD1C	TM9SF3	SIDM00930
MAGI1	TCF7L2	SIDM00930
MEOX2	AGMO	SIDM00930
MLLT6	GTF2A2	SIDM00930
MMP24	LINC01445	SIDM00930
ROBO2	PXK	SIDM00930
SLC30A5	CDK7	SIDM00930
SLC31A1	KIAA1958	SIDM00930
VTI1A	JMJD1C	SIDM00930
ACSL6	FNIP1	SIDM00931
BATF	LTBP2	SIDM00931
DIO1	CAMSAP2	SIDM00931
MT2A	EEF2	SIDM00931
ZNRF3	VEZF1	SIDM00931
NUMB	ANXA4	SIDM00932
PRRC2A	MSH5	SIDM00932
FAM96A	ZC3H13	SIDM00934
HELLS	ZKSCAN5	SIDM00934
LRRC28	IGF1R	SIDM00934
MEGF11	ZFAND4	SIDM00934
SNX17	PRKCE	SIDM00934
SPATA3	PSMD1	SIDM00934
SPIRE1	AKAP8	SIDM00934
ZKSCAN5	HELLS	SIDM00934
C8orf82	LRRC14	SIDM00935
CRLF1	FKBP8	SIDM00935
DNAJC7	MAP3K14	SIDM00935
FAM168A	FCHSD2	SIDM00935
LRRC14	C8orf82	SIDM00935
CABP4	TMEM134	SIDM00936
OR5B12	CDCA5	SIDM00936
CCSER1	CENPP	SIDM00938
ERRFI1	SSR2	SIDM00938
PI4KA	CAMSAP1	SIDM00939
RPS6KB1	VMP1	SIDM00939
ANKS3	PRR14	SIDM00940
ARL15	SLC49A3	SIDM00940
CATSPERB	CCDC88C	SIDM00940
CCDC26	EDARADD	SIDM00940
CDH1	PAGR1	SIDM00940
DNAH7	SNED1	SIDM00940
EEF2K	ZNF720	SIDM00940
HOOK3	POMK	SIDM00940
MDM2	LRIG3	SIDM00940
MGRN1	BCL7C	SIDM00940
MRPL4	QPCTL	SIDM00940
NUP133	TBC1D31	SIDM00940
TAF6L	SLC3A2	SIDM00940
PCGF3	DCBLD2	SIDM00941
C9orf3	MIR205HG	SIDM00942
HAS3	CDH3	SIDM00942
SHB	ABCA2	SIDM00942
VMP1	CLTC	SIDM00942
WNK2	C9orf3	SIDM00942
B4GALT3	PFDN2	SIDM00943
SLC35A1	TSHZ2	SIDM00943
ALKBH1	SPTLC2	SIDM00944
DSG1	GATA6	SIDM00944
PLXDC1	NF1	SIDM00944
SLC25A24P1	STXBP3	SIDM00944
DNAH11	TRA2A	SIDM00945
CTBP1	SPON2	SIDM00946
COL1A1	COL1A2	SIDM00947
COL1A2	COL1A1	SIDM00947
COL3A1	COL1A1	SIDM00947
COL3A1	COL1A2	SIDM00947
IL22	NUP107	SIDM00947
LINC00839	ZNF33A	SIDM00947
LINC01445	SEC61G	SIDM00947
SLC25A5P3	SEC61G	SIDM00947
CTNND2	FAM173B	SIDM00948
ITGB3BP	RCC1	SIDM00948
LRTOMT	RBM14	SIDM00948
SNX5	RCC1	SIDM00948
ALK	NPM1	SIDM00949
CRTC3-AS1	FBXW11	SIDM00949
IFIH1	EFTUD2	SIDM00949
SBNO2	MED16	SIDM00949
VMP1	CLTC	SIDM00949
DDX50	KAT6B	SIDM00950
MEN1	MACROD1	SIDM00950
RBKS	PUM2	SIDM00950
ZC3H15	ITGAV	SIDM00950
ZCCHC7	MELK	SIDM00950
CHMP1A	CPSF6	SIDM00951
KCTD1	PCAT18	SIDM00951
CREM	CCNY	SIDM00952
TAF1	OGT	SIDM00952
ARHGAP45	DAZAP1	SIDM00953
EYA1	PVT1	SIDM00953
KIAA2026	ERMP1	SIDM00953
PSD3	PVT1	SIDM00953
RGPD4	ANAPC1	SIDM00953
ZNF587B	ZNF417	SIDM00953
COL14A1	FGFR2	SIDM00955
EYA2	NCOA3	SIDM00955
FAM110C	FANCL	SIDM00955
KAZN	PLEKHM2	SIDM00955
NARS2	GAB2	SIDM00955
PVT1	MSRA	SIDM00955
LINC00491	PPP2CA	SIDM00956
LYST	PWWP2B	SIDM00956
SP1	PCBP2	SIDM00956
TACC1	MTUS1	SIDM00956
VMP1	RPS6KB1	SIDM00956
CHP1	CYFIP1	SIDM00957
CREG2	TBC1D8	SIDM00957
CYFIP1	FRMD5	SIDM00957
DRG2	MPRIP	SIDM00957
TDRD3	COG3	SIDM00957
TGM5	UBR1	SIDM00957
ABL1	BCR	SIDM00958
CTBP1	SPON2	SIDM00958
CTBP1	UVSSA	SIDM00958
KCTD1	PCAT18	SIDM00958
TMSB4X	AFF1	SIDM00958
NSF	ADNP2	SIDM00959
SLC35A1	TSHZ2	SIDM00960
ERG	EWSR1	SIDM00961
ABL1	BCR	SIDM00962
BCR	ABL1	SIDM00962
DAZAP1	C19orf25	SIDM00962
EIF1B	PABPC1	SIDM00962
HDAC7	TMEM117	SIDM00962
SLC35A1	TSHZ2	SIDM00962
TMEM117	PARP11	SIDM00962
ACSF2	MED1	SIDM00963
BCAS3	MED13	SIDM00963
CEP250	ZMYND8	SIDM00963
CIZ1	FAM102A	SIDM00963
CMTM7	GLB1	SIDM00963
DOK5	STARD3	SIDM00963
IKZF3	VAPB	SIDM00963
LRTOMT	FCHSD2	SIDM00963
MAP3K11	POLA2	SIDM00963
MED1	USP32	SIDM00963
MGAT4C	PPP1R12A	SIDM00963
MRPL45	TRPC4AP	SIDM00963
MYO19	SKA2	SIDM00963
MYO19	TRIM37	SIDM00963
MYO9B	RAB22A	SIDM00963
NAAA	AHCTF1	SIDM00963
OR10J1	MEF2D	SIDM00963
PHACTR3	ZFP64	SIDM00963
PI3	CPNE1	SIDM00963
RAD51C	PIP4K2B	SIDM00963
RAE1	STX16	SIDM00963
RAE1	STX16-NPEPL1	SIDM00963
SNF8	RPS6KB1	SIDM00963
STAC2	ACACA	SIDM00963
STXBP4	MED1	SIDM00963
SYCE2	TPM4	SIDM00963
SYNRG	TOB1	SIDM00963
TTI1	DIDO1	SIDM00963
UQCC1	FITM2	SIDM00963
ZNF704	NCOA2	SIDM00963
ADAM33	CERK	SIDM00964
CIRBP-AS1	SBNO2	SIDM00964
HSDL2	KIAA1958	SIDM00964
MON1A	CDHR4	SIDM00964
CAPS2	KCNC2	SIDM00965
CASC8	PVT1	SIDM00965
ISG15	MKNK2	SIDM00965
ITGB4	UNK	SIDM00965
KLHL5	KLF3	SIDM00965
LY6H	PVT1	SIDM00965
PTAR1	APBA1	SIDM00965
TBC1D12	HELLS	SIDM00965
TRHR	MTDH	SIDM00965
YAE1D1	RALA	SIDM00965
ZNF92	TYW1	SIDM00965
ATP6V1H	LYPLA1	SIDM00966
CCDC103	LRRC8D	SIDM00966
EPB41L2	DCAF5	SIDM00966
HTR3C	PRRC2B	SIDM00966
HTR3D	PRRC2B	SIDM00966
LSAMP	ZBTB20	SIDM00966
SLC35A1	TSHZ2	SIDM00966
TIAM2	SCAF8	SIDM00966
WSB2	TAOK3	SIDM00966
CCDC191	ZBTB20	SIDM00967
DDX1	RDX	SIDM00967
EXOC4	GALNT11	SIDM00967
HYAL4	NRCAM	SIDM00967
KIAA1324L	ECPAS	SIDM00967
MYOM1	TES	SIDM00967
NRCAM	GAPVD1	SIDM00967
RUNDC3B	KMT2C	SIDM00967
TBC1D13	PCLAF	SIDM00967
TMOD3	MEIS2	SIDM00967
TP63	P3H2	SIDM00967
VMP1	RPS6KB1	SIDM00967
SLC35A1	TSHZ2	SIDM00968
FCGBP	TRAPPC6A	SIDM00969
PCED1B	TMEM117	SIDM00969
PHACTR4	CELSR2	SIDM00969
PPP1R13L	BICD1	SIDM00969
BUD13	ARCN1	SIDM00970
CTNNA3	RUFY2	SIDM00970
GLS2	PRIM1	SIDM00970
UPK2	MPZL3	SIDM00970
BCAS3	ERBB2	SIDM00971
COL14A1	BCAS3	SIDM00971
CWC25	USP32	SIDM00971
DEPTOR	DDX5	SIDM00971
ENPP2	PLEC	SIDM00971
FSBP	PPM1D	SIDM00971
HOXB7	BCAS3	SIDM00971
HOXB8	BCAS3	SIDM00971
HOXB9	BCAS3	SIDM00971
LASP1	TRPS1	SIDM00971
NOV	PGAP3	SIDM00971
NRIP1	TIAM1	SIDM00971
OPRD1	ZMYM4	SIDM00971
PCGF2	CBX1	SIDM00971
PCGF2	TAOK1	SIDM00971
RAB10	CENPO	SIDM00971
RNF213	PDP2	SIDM00971
SKAP1	COL14A1	SIDM00971
SLC13A2	PPP1R16A	SIDM00971
SLC13A2	ZFPM2-AS1	SIDM00971
TACC1	RNF213	SIDM00971
TIMM23	HYLS1	SIDM00971
TMEM71	BCAS3	SIDM00971
TOP1MT	NFE2L1	SIDM00971
TRAPPC9	PPM1D	SIDM00971
ZFPM2-AS1	PPP1R16A	SIDM00971
ZNF652	PCGF2	SIDM00971
ATP6V0A2	NCOR2	SIDM00973
CEP170	AKT3	SIDM00973
POLR1A	POLR2J4	SIDM00973
SLC35A1	TSHZ2	SIDM00973
SNX8	MAD1L1	SIDM00973
XXYLT1	ACAP2	SIDM00973
ABCC4	INTS6	SIDM00974
LINC00864	MTAP	SIDM00974
LINC00907	RTTN	SIDM00974
RPRD1A	PIK3C3	SIDM00974
RTTN	CNTLN	SIDM00974
TNKS2	BICC1	SIDM00974
ADAR	PTPN14	SIDM00975
CCDC146	FBXL13	SIDM00975
GREB1L	ROCK1	SIDM00975
KLHL12	SMG7	SIDM00975
KPNA7	ST7	SIDM00975
MUCL1	DYNC1LI2	SIDM00975
PPP1R12B	POU2F1	SIDM00975
RXYLT1	RASSF3	SIDM00975
SLC35A1	TSHZ2	SIDM00975
SPECC1	TAOK1	SIDM00975
TAOK1	TAF15	SIDM00975
TYRL	PSME4	SIDM00975
DLGAP1	C15orf38-AP3S2	SIDM00976
ILDR2	KIRREL1	SIDM00976
LRGUK	EXOC4	SIDM00980
ADIPOR2	WNT5B	SIDM00982
PREPL	SOCS5	SIDM00982
SEMA3C	LTN1	SIDM00982
SLC30A7	DPH5	SIDM00982
SSRP1	CTNND1	SIDM00982
TMEM178B	KANSL2	SIDM00982
ADPGK	C15orf39	SIDM00983
ALDH1L1-AS2	CHCHD6	SIDM00983
ATXN1	PPHLN1	SIDM00983
CCDC179	SVIP	SIDM00983
GSS	NCOA6	SIDM00983
MRPL45	ARHGAP23	SIDM00983
PHACTR3	PLCG1	SIDM00983
RNA28S5	SAMD12	SIDM00983
TRAPPC9	PTK2	SIDM00983
TDRP	ERICH1	SIDM00985
CAV1	MET	SIDM00986
PGAM1P5	FGD6	SIDM00986
VMP1	RPS6KB1	SIDM00986
C5orf66-AS2	CDC42SE2	SIDM00987
C8orf37-AS1	PCMTD1	SIDM00987
DTX2P1	GTF2IRD1	SIDM00987
ENPP2	UBR5	SIDM00987
PQLC2	SPIDR	SIDM00987
RNU4-25P	COL14A1	SIDM00987
XPO7	FAM160B2	SIDM00987
CNGB1	KIFC3	SIDM00988
MT2A	MYH9	SIDM00988
BMS1	PARG	SIDM00989
CLSTN2	PIK3CB	SIDM00989
ACVR2A	TEX41	SIDM00990
C5orf60	HNRNPH1	SIDM00990
CCDC91	ITPR2	SIDM00990
FAM72C	CCDC91	SIDM00990
FAM72D	CCDC91	SIDM00990
ITPR2	FGFR1OP2	SIDM00990
KCNH7	SLC38A11	SIDM00990
LRMP	ITPR2	SIDM00990
MYC	PVT1	SIDM00990
QRICH1	RHOA	SIDM00990
TRHDE-AS1	FRS2	SIDM00990
VAC14	AARS	SIDM00992
ANAPC10	DLEU7	SIDM00993
CECR7	MIAT	SIDM00993
DDX10	SIK2	SIDM00993
KCNH1	RPS6KC1	SIDM00993
LIFR	TRMT10C	SIDM00993
SDC1	IGHA1	SIDM00993
SIK2	ALG9	SIDM00993
TSPOAP1-AS1	SMYD4	SIDM00993
ABL1	NUP214	SIDM00994
CDK6	PEX1	SIDM00994
TRDC	TLX1NB	SIDM00994
CA3	EXTL3	SIDM00995
CDIP1	ZNRF1	SIDM00995
PPARGC1A	EGFR	SIDM00995
UBC	NCOR2	SIDM00995
CDC37L1	PUM3	SIDM00996
HACL1	ANKRD28	SIDM00996
LMNB2	ZNF823	SIDM00996
MT2A	FN1	SIDM00997
S100A6	FN1	SIDM00997
BRCA1	EZH1	SIDM00998
EVA1A	AUP1	SIDM00998
EVA1A	DQX1	SIDM00998
EXTL3	EIF4H	SIDM00998
FMN2	FH	SIDM00998
FOXF2	EXOC2	SIDM00998
KDM2A	GRK2	SIDM00998
PACRG	QKI	SIDM00998
PKNOX1	TRPM2	SIDM00998
RGS14	TMED9	SIDM00998
SLC12A8	ZNF148	SIDM00998
FOXR1	DDX6	SIDM00999
LINC00973	NRP2	SIDM00999
RAB10	GAREM2	SIDM00999
ST7L	HECTD1	SIDM00999
VMP1	CLTC	SIDM00999
CHRM3-AS2	UBE4B	SIDM01000
FAM102B	ST6GALNAC5	SIDM01000
HIVEP3	ABL2	SIDM01000
LGI4	HPN-AS1	SIDM01000
PHF1	NFKBIL1	SIDM01000
PIGC	FOXJ3	SIDM01000
ABLIM1	AFAP1L2	SIDM01001
ADCY7	NKD1	SIDM01001
DCLRE1C	MINDY3	SIDM01001
PAPD5	NKD1	SIDM01001
RIT1	ASH1L	SIDM01001
VPS4A	CYB5B	SIDM01001
APCDD1L-DT	ARFGEF2	SIDM01002
ARFGEF2	PREX1	SIDM01002
CISD3	HOXB6	SIDM01002
EYA2	MED13	SIDM01002
GRM5-AS1	TMEM135	SIDM01002
HOXB-AS3	PCGF2	SIDM01002
HSD17B12	DEPDC1B	SIDM01002
KRT222	ARFGEF2	SIDM01002
LINC01499	ORAOV1	SIDM01002
NUP160	INTS4	SIDM01002
PDZK1IP1	TESK2	SIDM01002
SGCA	WIPF2	SIDM01002
TEK	MOB3B	SIDM01002
TMEM74	MATN2	SIDM01002
XPOT	HELZ2	SIDM01002
ERBB4	IKZF2	SIDM01003
KCTD1	PCAT18	SIDM01003
LMO3	ZNF277	SIDM01003
SPDEF	NCOA6	SIDM01003
ABL1	BCR	SIDM01004
BCR	ABL1	SIDM01004
PFAS	NDEL1	SIDM01004
FAM189A1	CHP1	SIDM01005
RUNX1T1	RUNX1	SIDM01005
IGLC3	IGLV4-60	SIDM01006
JCHAIN	TXNDC5	SIDM01006
NAP1L1	JCHAIN	SIDM01006
PACS2	SMARCC1	SIDM01006
SND1	JCHAIN	SIDM01006
UBB	JCHAIN	SIDM01006
CYSTM1	ANKHD1	SIDM01007
FOXO4	KMT2A	SIDM01007
KCTD1	PCAT18	SIDM01007
KLHL20	MAP3K1	SIDM01007
KMT2A	FOXO4	SIDM01007
