feature	partner	model_id
KMT2C	BUD23	SIDM00383
KPNA3	EBPL	SIDM00383
LCE1F	UBAP2L	SIDM00383
LINC00861	DIP2A	SIDM00383
LINC00861	DIP2A-IT1	SIDM00383
MLXIP	CCDC127	SIDM00383
MTIF2	CLHC1	SIDM00383
NDC80	SMCHD1	SIDM00383
NF1	RAB11FIP4	SIDM00383
NPLOC4	SLC38A10	SIDM00383
NUFIP2	MYO18A	SIDM00383
PARD3B	NRP2	SIDM00383
PCGF6	NT5C2	SIDM00383
PCSK2	DSTN	SIDM00383
PDS5A	PPARA	SIDM00383
PHF12	CDK11B	SIDM00383
PLEKHG6	NCAPD2	SIDM00383
POU6F1	TFCP2	SIDM00383
RALBP1	RAB31	SIDM00383
RANBP10	GFOD2	SIDM00383
RBMS2	STAT2	SIDM00383
RPL6	HECTD4	SIDM00383
SEC24A	DDX46	SIDM00383
SECTM1	ULK1	SIDM00383
SEL1L2	ESF1	SIDM00383
SLC3A2	CTAGE5	SIDM00383
SLC44A2	QTRT1	SIDM00383
SLC5A4	SYN3	SIDM00383
SMARCD1	COX14	SIDM00383
SMYD3	TFB2M	SIDM00383
SPATA2L	ANKRD11	SIDM00383
SRSF5	SEMA6D	SIDM00383
STMN3	TEF	SIDM00383
STXBP3	GPSM2	SIDM00383
SZT2	PTPRF	SIDM00383
TECPR2	RCOR1	SIDM00383
TEF	GMEB2	SIDM00383
UBA2	LSM14A	SIDM00383
UPF2	USP6NL	SIDM00383
USP15	SRGAP1	SIDM00383
USP49	TFEB	SIDM00383
USP54	DNAJC9	SIDM00383
UTP4	VPS4A	SIDM00383
ZBED4	CSNK1D	SIDM00383
ACSL6	FNIP1	SIDM00384
ALK	TFG	SIDM00384
CDKN3	PELI2	SIDM00384
CFAP73	TPCN1	SIDM00384
IKZF1	DPY19L1P1	SIDM00384
LRRC4C	TP53	SIDM00384
MICA	HNRNPD	SIDM00384
NSD1	UIMC1	SIDM00384
PRKCE	EPAS1	SIDM00384
PSKH1	NFATC3	SIDM00384
XRCC3	ZFYVE21	SIDM00384
ADAM18	RBM4	SIDM00386
ANKFY1	ADAM9	SIDM00386
FLI1	EWSR1	SIDM00386
ADH4	TSPAN5	SIDM00387
FRY	EEF1DP3	SIDM00387
GALNT13	KIF5C	SIDM00387
RAB11FIP4	NF1	SIDM00387
MTSS1	THOC2	SIDM00389
ALK	NPM1	SIDM00390
CCDC149	DHX15	SIDM00390
CNFN	MEGF8	SIDM00390
FAM171B	ZC3H15	SIDM00390
MEGF8	BICRA	SIDM00390
ZNF346	NSD1	SIDM00390
AKR7A3	EMC1	SIDM00391
KCNV1	SLC38A2	SIDM00391
TRAV35	JKAMP	SIDM00391
ZZEF1	UBE2G1	SIDM00391
STXBP5-AS1	UTRN	SIDM00392
AP3B1	ACTL8	SIDM00393
C16orf45	IKZF3	SIDM00393
CACNA1H	PVT1	SIDM00393
CASC21	IKZF3	SIDM00393
CASC21	LMF1	SIDM00393
CASC21	MIR1204	SIDM00393
CASC21	PVT1	SIDM00393
CASC8	PDXDC1	SIDM00393
CASC8	PVT1	SIDM00393
DCLRE1A	TOM1L2	SIDM00393
GSDMA	EXT1	SIDM00393
HK1	TSPAN15	SIDM00393
IKZF3	PDXDC1	SIDM00393
IKZF3	PVT1	SIDM00393
KLHL14	WRAP53	SIDM00393
NHLRC2	PYROXD2	SIDM00393
OPRD1	EPB41	SIDM00393
PACS1	ANO9	SIDM00393
PCAT1	EXT1	SIDM00393
PHF12	FLOT2	SIDM00393
PTCD1	FBLIM1	SIDM00393
RNF185	LIMK2	SIDM00393
RPS15A	CRAMP1	SIDM00393
SAMD12	ORMDL3	SIDM00393
SGSM1	KIAA1671	SIDM00393
SMIM24	AP3D1	SIDM00393
SPART	HS6ST3	SIDM00393
TCAP	NEUROD2	SIDM00393
WWP2	NFAT5	SIDM00393
ZNF619	ZNF620	SIDM00393
CLTC	VMP1	SIDM00394
EML2	MIR205HG	SIDM00394
FXR1	MBNL1	SIDM00395
ITPR1	SETMAR	SIDM00395
BLCAP	RBL1	SIDM00399
C2orf91	THADA	SIDM00399
CSK	CCDC88C	SIDM00399
CXCR5	DDX6	SIDM00399
DLGAP4	ADCK5	SIDM00399
FAM172A	KIAA0825	SIDM00399
GNG12	TMEM175	SIDM00399
HPN	ZNRF1	SIDM00399
IL12RB2	TMEM175	SIDM00399
IWS1	ERCC3	SIDM00399
MOV10L1	CHKB-DT	SIDM00399
MOV10L1	PPP6R2	SIDM00399
MYH7	ACIN1	SIDM00399
PCMT1	ULBP1	SIDM00399
PHLDB1	TNFSF4	SIDM00399
PLB1	FOSL2	SIDM00399
PLVAP	ANO8	SIDM00399
PXYLP1	RASA2	SIDM00399
RNF135	NF1	SIDM00399
RNF212	GAK	SIDM00399
TMED11P	GAK	SIDM00399
TMEM44	SYT17	SIDM00399
TNFSF4	PHLDB1	SIDM00399
UBE2Q2P2	RUNX1	SIDM00399
ALDH2	EEA1	SIDM00401
ANKS1B	RFTN2	SIDM00401
APOOL	PHKA2	SIDM00401
CXorf57	IL1RAPL1	SIDM00401
DLG2	ARHGAP42	SIDM00401
GYG2	FAM120C	SIDM00401
HMGB1P27	OLA1	SIDM00401
IMMP2L	DOCK4	SIDM00401
KCTD14	GAB2	SIDM00401
KLC4	RPL7L1	SIDM00401
MRPL2	RPL7L1	SIDM00401
NAALADL2	NLGN1	SIDM00401
NLN	PPWD1	SIDM00401
OLA1	EEA1	SIDM00401
PABPC5-AS1	ALG13	SIDM00401
PGAP1	ANKRD44	SIDM00401
PICALM	TYR	SIDM00401
PPFIA1	RAB30	SIDM00401
RAD9B	ATXN2	SIDM00401
TMCC3	HIBCH	SIDM00401
UHRF1BP1L	ACTR6	SIDM00401
EPB41L4B	TRAF2	SIDM00402
GRK4	NSD2	SIDM00402
KRT19	KRT13	SIDM00402
TACC3	FGFR3	SIDM00402
CELA1	BIN2	SIDM00403
KCTD1	PCAT18	SIDM00403
SMCO2	KLHL42	SIDM00403
SLC35A1	TSHZ2	SIDM00404
SOX5	LRMP	SIDM00404
TPRG1	ITPR2	SIDM00404
BCL6	ARID4B	SIDM00405
EBF1	CIITA	SIDM00405
TECTA	SORL1	SIDM00406
FBXO10	CBWD6	SIDM00407
GDI2	FAM208B	SIDM00407
SZRD1	ICMT	SIDM00407
ZCCHC7	POU2F2	SIDM00407
ZCCHC7	PVT1	SIDM00407
CUX1	PRKRIP1	SIDM00410
DCP1A	TKT	SIDM00410
DHCR24	SSBP3	SIDM00410
FARS2	IRF4	SIDM00410
FARS2	LYRM4	SIDM00410
NMT1	DUSP3	SIDM00410
ABCC2	CASD1	SIDM00411
C1orf141	ARMH1	SIDM00411
HCP5	MRPS18A	SIDM00411
KIAA0556	NSMCE1	SIDM00411
KIF6	VEGFA	SIDM00411
MKLN1	CUX1	SIDM00411
MRPS18A	CAMTA1	SIDM00411
MYO5B	OTULIN	SIDM00411
ORAI1	TMEM120B	SIDM00411
PLCH2	MEGF6	SIDM00411
RIPPLY3	SIM2	SIDM00411
TRERF1	TFEB	SIDM00411
USP49	GLO1	SIDM00411
WEE1	SWAP70	SIDM00411
ABCB1	HDAC9	SIDM00412
BCL9	MEF2D	SIDM00412
FUT9	BACH2	SIDM00412
IGHG1	BCL2	SIDM00412
RANBP3L	NADK2	SIDM00412
SEMA6D	CASC4	SIDM00412
SLC35A1	TSHZ2	SIDM00412
ACTG1	AKAP2	SIDM00413
HIP1	HACD2	SIDM00413
MYO9A	CHP1	SIDM00413
PSMA4	TP53BP1	SIDM00413
ARL17B	KANSL1	SIDM00414
ASRGL1	PPP6R3	SIDM00414
CDH13	CMIP	SIDM00414
CLTC	TUBD1	SIDM00414
COL18A1	IFNAR1	SIDM00414
CTTNBP2NL	CAPZA1	SIDM00414
EIF4E2	GIGYF2	SIDM00414
FCGR2A	FZR1	SIDM00414
GABPB2	DOHH	SIDM00414
HUS1	TNS3	SIDM00414
ICE2	ANXA2	SIDM00414
LUZP1	DDAH1	SIDM00414
PARP8	EMB	SIDM00414
PFKFB1	APEX2	SIDM00414
PRKN	GNA11	SIDM00414
RPS6KA4	SHANK2	SIDM00414
SNRNP70	TRPM4	SIDM00414
VCL	LRMDA	SIDM00414
VMP1	RPS6KB1	SIDM00414
VWCE	MYEOV	SIDM00414
GNAS	RCC1	SIDM00415
GNB1	RCC1	SIDM00415
IGHG1	DANCR	SIDM00415
IGHG1	RCC1	SIDM00415
MRPL3	RCC1	SIDM00415
NVL	RCC1	SIDM00415
SNX5	RCC1	SIDM00415
UQCR10	C1orf194	SIDM00415
BCL6	RHOH	SIDM00416
IGHG1	BCL2	SIDM00416
ARFIP1	FNDC3B	SIDM00417
FNDC3B	ARFIP1	SIDM00417
RTL6	AQR	SIDM00417
TMEM106B	COX16	SIDM00417
USP38	GAB1	SIDM00417
FAM168A	PAAF1	SIDM00418
RNF14	MSL2	SIDM00418
VAT1L	WWOX	SIDM00418
CCT3	SMG5	SIDM00419
DNAJC3	LINC00355	SIDM00419
ELAVL4	PTBP2	SIDM00419
FBXO21	ACACB	SIDM00419
FER1L6	TAF2	SIDM00419
FLI1	EWSR1	SIDM00419
MTBP	MRPL13	SIDM00419
TAF2	ATAD2	SIDM00419
FABP1	ST5	SIDM00420
LRRC37A3	KANSL1	SIDM00420
TXNIP	LIX1L	SIDM00420
UBC	NCOR2	SIDM00420
ALK	NPM1	SIDM00421
WNK2	SMYD2	SIDM00421
ASAP2	CD2AP	SIDM00422
CD2AP	ASAP2	SIDM00422
CYP46A1	EML1	SIDM00422
EQTN	NSD3	SIDM00422
MRPL3	PTPN23	SIDM00422
NOS1	KSR2	SIDM00422
PTPN23	MRPL3	SIDM00422
C6orf89	PPIL1	SIDM00424
DLG2	ALG9	SIDM00424
HERC2P3	REREP3	SIDM00424
IQSEC1	WWOX	SIDM00424
SEMA6C	ARNT	SIDM00424
SYCE1L	ROCK2	SIDM00424
ABCA3	SNHG19	SIDM00425
ADGRG5	LAMB2	SIDM00425
ATG3	CEP250	SIDM00425
C3orf67	TKT	SIDM00425
CCDC148	ELF2	SIDM00425
DRG2	LLGL1	SIDM00425
FOLR2	CDK15	SIDM00425
GTF2H5	TULP4	SIDM00425
HNF1B	ELMSAN1	SIDM00425
ICAM3	HIF1A	SIDM00425
NKAIN1	KDM4B	SIDM00425
NPL	LAMC2	SIDM00425
NPM1P47	VPS13C	SIDM00425
RASSF5	MAPKAPK2	SIDM00425
SLC22A20P	SYNRG	SIDM00425
UHRF1	PUM1	SIDM00425
ASB7	ALDH1A3	SIDM00426
FOXO1	PAX3	SIDM00426
FXYD7	FNBP1L	SIDM00426
IFNG-AS1	RPSAP52	SIDM00426
MYT1L	PXDN	SIDM00426
RPTOR	CCDC137	SIDM00426
SS18	RAB31	SIDM00426
ARNT	CTSK	SIDM00427
CIAO1	PRKCE	SIDM00427
FLI1	EWSR1	SIDM00427
FOXO4	BCOR	SIDM00427
LINC00681	TRMT9B	SIDM00427
OSMR	LIFR	SIDM00427
OXCT1	SDHA	SIDM00427
R3HDM1	GTDC1	SIDM00427
RALYL	TRHDE	SIDM00427
SERTM1	N4BP2L1	SIDM00427
CCDC26	PVT1	SIDM00428
CCDC91	PPFIBP1	SIDM00428
PCNT	HAGH	SIDM00428
PML	RARA	SIDM00428
RARA	PML	SIDM00428
LRRC56	PHRF1	SIDM00429
KCTD1	PCAT18	SIDM00431
ASRGL1	RTF1	SIDM00434
LINC01239	FOCAD	SIDM00434
POU2F3	TRMT10C	SIDM00434
RILPL2	CLIP1	SIDM00434
ANKRD24	TRAPPC5	SIDM00435
CBFA2T3	DNAH3	SIDM00435
CRTC1	DNMT1	SIDM00435
ETS2	LYL1	SIDM00435
KCTD1	PCAT18	SIDM00435
MIR223	CPSF6	SIDM00435
MIR223	PLPBP	SIDM00435
NAALADL2	NLGN1	SIDM00435
RFX2	ZNF121	SIDM00435
TYK2	ELAVL1	SIDM00435
MLLT3	KMT2A	SIDM00437
CASC11	IGHG1	SIDM00438
CASC11	IGHJ3	SIDM00438
AFDN	KMT2A	SIDM00441
CAMTA1	PRDM16	SIDM00441
CTBP1	SPON2	SIDM00441
EPS8L2	TALDO1	SIDM00441
CDK5RAP2	KCNAB2	SIDM00443
IGLC2	IGLV1-40	SIDM00443
NOX4	PICALM	SIDM00443
PIK3C3	ZNF587B	SIDM00443
TIFA	ALPK1	SIDM00443
CHMP1A	FAM9C	SIDM00444
SLC5A3	TOB2	SIDM00444
SYT4	ZADH2	SIDM00444
ABCF2	CUX1	SIDM00445
ADAT1	CFDP1	SIDM00445
ALDH5A1	PGM2L1	SIDM00445
C7orf50	ADAP1	SIDM00445
CEACAM19	NECTIN2	SIDM00445
CGN	TUFT1	SIDM00445
CROCC	ARID4B	SIDM00445
CSNK1G2	DOT1L	SIDM00445
CYP7A1	NAT10	SIDM00445
DAG1	RHOA	SIDM00445
DUSP16	LRP6	SIDM00445
ERAP1	PDE4D	SIDM00445
GDF5	UQCC1	SIDM00445
HADHA	WDR35	SIDM00445
HCRTR1	FAM129B	SIDM00445
HSPA12B	SMOX	SIDM00445
KCNK2	EXO1	SIDM00445
LOH12CR2	LRP6	SIDM00445
LRP2	EIF5B	SIDM00445
MANSC1	LRP6	SIDM00445
MAT2A	USP39	SIDM00445
MRFAP1	ERBIN	SIDM00445
NICN1	RHOA	SIDM00445
PIK3R2	MPV17L2	SIDM00445
PNPO	NXN	SIDM00445
PSMB4	TUFT1	SIDM00445
PTPN12	MGAT4A	SIDM00445
RABEPK	GAPVD1	SIDM00445
RB1	FNDC3A	SIDM00445
RBL1	NDRG3	SIDM00445
RBPJL	AGPAT3	SIDM00445
RBX1	NXN	SIDM00445
RHOA	DAG1	SIDM00445
RIPOR2	RNF169	SIDM00445
RPLP2	TSPAN4	SIDM00445
SDHAP3	ZDHHC11B	SIDM00445
SMARCB1	SLC2A11	SIDM00445
SMARCD3	KCNH2	SIDM00445
ST6GALNAC1	UBE2O	SIDM00445
STEAP2-AS1	CDK14	SIDM00445
TCF7L1	INTS3	SIDM00445
TMIGD1	BLMH	SIDM00445
TSGA10	LRP2	SIDM00445
AFDN	KMT2A	SIDM00446
PCNX1	UBAC2	SIDM00446
RAF1	MBNL1	SIDM00446
RUVBL1	GIGYF2	SIDM00446
SEC61A1	GIGYF2	SIDM00446
SLC35A1	TSHZ2	SIDM00446
UBAC2	PCNX1	SIDM00446
PRDM7	RUNX1	SIDM00447
RUNX1	ETV6	SIDM00447
SLC27A6	LRP6	SIDM00447
ANKRD36BP2	REL	SIDM00448
BCL6	LINC-PINT	SIDM00448
CDC37L1	UHRF2	SIDM00448
IGKC	DDIT4	SIDM00448
SWAP70	IPO7	SIDM00448
UHRF2	ERMP1	SIDM00448
WEE1	SWAP70	SIDM00448
PBX1	TCF3	SIDM00449
PHF21A	GLIS2	SIDM00449
B2M	MIR6723	SIDM00450
PTPRD	UBAP1	SIDM00450
KCTD1	PCAT18	SIDM00451
C19orf44	SMARCA4	SIDM00453
BEST3	FRS2	SIDM00454
BEST3	NUP107	SIDM00454
C12orf54	CCT2	SIDM00454
CACNA2D4	VDR	SIDM00454
CCNT1	CCT2	SIDM00454
CCNT1	QKI	SIDM00454
EIF2S1	DHRS7	SIDM00454
ENDOU	FRS2	SIDM00454
FRS2	CNOT2	SIDM00454
FRS2	MYRFL	SIDM00454
LRP1	R3HDM2	SIDM00454
LRTM2	CNOT2	SIDM00454
MARS	FRS2	SIDM00454
MYRFL	CCT2	SIDM00454
MYRFL	FRS2	SIDM00454
QKI	BEST3	SIDM00454
RAP1B	VDR	SIDM00454
RPAP3	FRS2	SIDM00454
RPAP3	RAB3IP	SIDM00454
SLC35E3	DCTN2	SIDM00454
SLC6A7	VDR	SIDM00454
TEX49	FRS2	SIDM00454
EIF3M	CSTF3	SIDM00455
LCA5	IFT80	SIDM00455
PLAU	VCL	SIDM00455
RFX1	TNPO2	SIDM00455
SIPA1L3	ACTN4	SIDM00455
SPACA3	EPN2	SIDM00455
VAT1L	WWOX	SIDM00455
ISM2	ITPK1	SIDM00457
MMRN1	CCSER1	SIDM00457
NSD2	IGHG1	SIDM00457
TNFAIP8	DMXL1	SIDM00457
ADAM2	SMG6	SIDM00458
C20orf194	RCL1	SIDM00458
CCDC144NL	ANK1	SIDM00458
DAG1	ARIH2	SIDM00458
GLIS3	RFX3	SIDM00458
HNRNPUL1	TGFB1	SIDM00458
PRICKLE2	CGGBP1	SIDM00458
STX8	DISC1FP1	SIDM00458
TPMT	KIF13A	SIDM00458
CTBP1	SPON2	SIDM00459
FER1L6	SPIDR	SIDM00460
MRPL51	CLSTN1	SIDM00460
SPIDR	GLRA3	SIDM00460
PIEZO1	CBFA2T3	SIDM00461
ZNF14	ATP13A1	SIDM00461
FBXL19	STX4	SIDM00462
MEI1	SREBF2	SIDM00462
KCTD1	PCAT18	SIDM00463
ACTR10	ARID4A	SIDM00465
ANTXR1	PSMA7	SIDM00465
BOLA1	PIP5K1A	SIDM00465
DDX54	RAD9A	SIDM00465
EIF3L	KDELR3	SIDM00465
GPX2	ZBTB25	SIDM00465
LAMB4	LAMB1	SIDM00465
MAPKAPK5	MSI1	SIDM00465
MIR4435-2HG	PARD3B	SIDM00465
NAP1L4	NCS1	SIDM00465
RAD21-AS1	ZHX1	SIDM00465
RAD51B	POFUT2	SIDM00465
TERT	SLC12A7	SIDM00465
TOM1L2	SREBF1	SIDM00465
TONSL	KIF13B	SIDM00465
ZBTB1	CHURC1	SIDM00465
ABLIM2	AFAP1	SIDM00466
ABRAXAS1	HELQ	SIDM00466
ACTR10	ARID4A	SIDM00466
ANTXR1	PSMA7	SIDM00466
CC2D1A	CEP112	SIDM00466
CEP112	CC2D1A	SIDM00466
EIF3L	KDELR3	SIDM00466
LAMB4	LAMB1	SIDM00466
NDRG1	TBC1D1	SIDM00466
NEURL1	ABI1	SIDM00466
OTUD7B	TXNIP	SIDM00466
RAD51B	POFUT2	SIDM00466
RECK	HDAC5	SIDM00466
SAMD12	EXT1	SIDM00466
SLC41A1	DSTYK	SIDM00466
SLC41A1	SLC45A3	SIDM00466
SLC8A1-AS1	WDR19	SIDM00466
TERT	SLC12A7	SIDM00466
TOM1L2	SREBF1	SIDM00466
ZNF385B	HADHA	SIDM00466
LRRC27	PRDX3	SIDM00469
MYC	PVT1	SIDM00469
PRDX3	GBF1	SIDM00469
SUMF1	SLC4A7	SIDM00469
ADIPOQ	RSRC1	SIDM00472
ARSG	CACNG4	SIDM00472
CCDC130	NDUFS4	SIDM00472
EGFEM1P	RB1CC1	SIDM00472
GABBR2	TBC1D2	SIDM00472
GPR143	MID1	SIDM00472
IL1RL1	TBC1D8	SIDM00472
L3MBTL2	ZC3H7B	SIDM00472
LINC00565	GAS6-AS1	SIDM00472
NDUFS4	ZSWIM4	SIDM00472
PRDM12	MLPH	SIDM00472
RPTN	THEM4	SIDM00472
RSRC2	CLIP1	SIDM00472
SOX9-AS1	LINC-PINT	SIDM00472
SOX9-AS1	MIR29B1	SIDM00472
TES	CAV1	SIDM00472
VAV1	MTERF3	SIDM00472
CEBPZ	EIF2AK2	SIDM00474
DAPK2	CSNK1G1	SIDM00474
S100A6	FN1	SIDM00474
ATAD5	NF1	SIDM00476
CARM1	SMARCA4	SIDM00476
DLGAP2	ARHGEF10	SIDM00476
EYS	TNPO2	SIDM00476
FAM72A	NUCKS1	SIDM00476
FDX2	DNMT1	SIDM00476
LINC01467	CEP128	SIDM00476
MRPL4	RAVER1	SIDM00476
MYOM1	LPIN2	SIDM00476
NOL4	TRAPPC8	SIDM00476
RAB12	KPTN	SIDM00476
SMG7	RGL1	SIDM00476
ACLY	THRA	SIDM00477
CASC8	CCAT1	SIDM00477
FHAD1	EFHD2	SIDM00477
HBP1	CUX1	SIDM00477
JUP	ERBB2	SIDM00477
MEN1	SF1	SIDM00477
PIAS4	EEF2	SIDM00477
RFWD3	GLG1	SIDM00477
WIPF2	ACLY	SIDM00477
PHF14	NDUFA4	SIDM00478
UBA5	DNAJC13	SIDM00478
ADGRV1	HOMER1	SIDM00479
CACHD1	DOCK7	SIDM00479
DBF4B	SREBF2	SIDM00479
DYM	WDTC1	SIDM00479
EIF1	ERBB2	SIDM00479
FKBP10	HAP1	SIDM00479
GRB7	PHF12	SIDM00479
JUP	EIF1	SIDM00479
JUP	ERBB2	SIDM00479
MYO18A	PHF12	SIDM00479
NT5C3B	PGAP3	SIDM00479
PIPOX	PGAP3	SIDM00479
ABRAXAS2	EEF1AKMT2	SIDM00480
DPYD	MIR137HG	SIDM00480
MFSD11	PSMD14	SIDM00480
PIGV	ZDHHC18	SIDM00480
TRAF7	CSNK1G2	SIDM00480
WDR66	BCL7A	SIDM00480
ALG14	BCAR3	SIDM00481
ANXA4	GMCL1	SIDM00481
BCL2L1	RAPGEF6	SIDM00481
BIRC6	TTC27	SIDM00481
BOP1	ARHGAP26	SIDM00481
C11orf97	AMOTL1	SIDM00481
C19orf38	SMARCA4	SIDM00481
C5	CDK5RAP2	SIDM00481
CALHM4	RWDD1	SIDM00481
CAPN2	DNAH14	SIDM00481
CBFA2T3	MAP4	SIDM00481
DIEXF	SYT14	SIDM00481
KIAA1614	XPR1	SIDM00481
LINC00251	TOX	SIDM00481
NELFA	NDOR1	SIDM00481
NFE2	RAPGEF3	SIDM00481
OTOF	ADGRF3	SIDM00481
PPP2R2A	SNX14	SIDM00481
RAB40C	WDR90	SIDM00481
RBBP8	LAMA3	SIDM00481
SMCO2	PPFIBP1	SIDM00481
SMUG1	MXRA8	SIDM00481
SNX14	PPP2R2A	SIDM00481
TAB1	MGAT3	SIDM00481
THRA	CASC3	SIDM00481
TMEM50B	EBF4	SIDM00481
TRPC4AP	PRIM2	SIDM00481
TRPM8	PTPN11	SIDM00481
NUP85	GGA3	SIDM00482
SLC35A1	TSHZ2	SIDM00482
CHST11	TXNRD1	SIDM00483
GRAP2	CTCF	SIDM00483
KIAA0556	EIF3C	SIDM00483
MDGA2	HECTD1	SIDM00483
MTIF3	BMPR2	SIDM00483
SLC25A21	ARHGAP5	SIDM00483
VDR	GNAQ	SIDM00483
FAF1	BSDC1	SIDM00484
RAD51AP1	CCDC91	SIDM00484
CD82	B9D1	SIDM00486
CDK10	FANCA	SIDM00486
EP300	BCL2L13	SIDM00486
FANCA	CHMP1A	SIDM00486
GAB2	ZNF227	SIDM00486
GABRB3	MGA	SIDM00486
GREB1L	C18orf25	SIDM00486
PACSIN2	CENPM	SIDM00486
PKP4	TANC1	SIDM00486
SHC4	MYO5C	SIDM00486
TNFSF10	ANTXR2	SIDM00486
ELANE	DAZAP1	SIDM00487
LHFPL3	KMT2E	SIDM00487
PAGE5	MAP2K4	SIDM00487
BMS1	PARG	SIDM00488
C10orf55	CAMK2G	SIDM00488
CGN	TUFT1	SIDM00488
HNRNPCL2	CEP85	SIDM00488
LINC00605	CDC42BPB	SIDM00488
LRBA	TULP3	SIDM00488
QRICH2	TSPAN10	SIDM00488
TAF12	SDC3	SIDM00488
ABO	RPL7A	SIDM00489
DDX10	TMA7	SIDM00489
HP1BP3	EIF4G3	SIDM00489
ITPA	C20orf194	SIDM00489
NCKAP5	CCDC138	SIDM00489
PTK2	AGO2	SIDM00489
RERG	EPS8	SIDM00489
TNPO2	MAN2B1	SIDM00489
WDTC1	GPR3	SIDM00489
ZBTB43	MVB12B	SIDM00489
API5	TTC17	SIDM00490
ARL17A	ELOVL1	SIDM00490
CEP152	FBN1	SIDM00490
EML3	DDX49	SIDM00490
IMPACT	OSBPL5	SIDM00490
MACO1	NF1	SIDM00490
MIGA2	SH3GLB2	SIDM00490
MRPL20	CCNL2	SIDM00490
NF1	MACO1	SIDM00490
OSBPL1A	ARNTL	SIDM00490
OXLD1	NPLOC4	SIDM00490
PGPEP1	LSM4	SIDM00490
POM121C	AKAP10	SIDM00490
SAG	GIGYF2	SIDM00490
SH3GLB2	MIGA2	SIDM00490
SLC35A1	TSHZ2	SIDM00490
THRAP3	RSRP1	SIDM00490
TMEM50A	LRRC37B	SIDM00490
TXNDC12	NRDC	SIDM00490
ZBED5-AS1	TAF4B	SIDM00490
ANKMY2	AHR	SIDM00491
BCS1L	STK36	SIDM00491
CABIN1	PACSIN2	SIDM00491
CCNF	PDPK1	SIDM00491
CCNT1	KANSL2	SIDM00491
NELL1	GANAB	SIDM00491
PIGK	ZZZ3	SIDM00491
PLXNA2	MNAT1	SIDM00491
PPP2R3A	PCCB	SIDM00491
RALA	UNC13B	SIDM00491
RGL4	ZNF74	SIDM00491
RNF220	KIF2C	SIDM00491
RNPC3	TAF1D	SIDM00491
SORCS2	ANAPC4	SIDM00491
UBC	NCOR2	SIDM00491
XBP1	TTC28	SIDM00491
BCO2	PRCP	SIDM00492
KIAA1109	PLK4	SIDM00492
MAML2	YAP1	SIDM00492
RPL35	SCAI	SIDM00492
SMG6	YWHAE	SIDM00492
WDR59	CMTM4	SIDM00492
YAP1	MAML2	SIDM00492
MAML2	CRTC1	SIDM00493
ATF5	IL4I1	SIDM00494
ICE2	ANXA2	SIDM00494
KIAA0895	PRKAR1B	SIDM00494
MAD1L1	SNX8	SIDM00494
NCOA7	TRMT11	SIDM00494
SPINT2	SIPA1L3	SIDM00494
DAZAP1	RPS15	SIDM00495
DIO2	CEP128	SIDM00495
DONSON	TMEM50B	SIDM00495
FLNB	PXK	SIDM00495
LINC00907	PIK3C3	SIDM00495
PDE7A	MTFR1	SIDM00495
POLN	ZFYVE28	SIDM00495
PRIM1	BAZ2A	SIDM00495
RUSC1	EFNA4	SIDM00495
SMG6	METTL16	SIDM00495
TANC2	DCAF7	SIDM00495
WDR3	FAM46C	SIDM00495
CALR3	HAUS8	SIDM00496
CD3E	CEP57	SIDM00496
CELF5	MZF1-AS1	SIDM00496
EYS	RAB2A	SIDM00496
HEMGN	TRMO	SIDM00496
MAP7	TPD52L1	SIDM00496
RGS20	CRISPLD1	SIDM00496
SMAD9	C2CD3	SIDM00496
TECR	RFXANK	SIDM00496
CASC8	PSD3	SIDM00498
MYO18B	CDPF1	SIDM00498
PACSIN2	THOC5	SIDM00498
PSD3	CCAT1	SIDM00498
PUM1	BSDC1	SIDM00498
THOC5	YPEL1	SIDM00498
YPEL1	POLDIP3	SIDM00498
ZC3H7B	PI4KA	SIDM00498
ARHGAP15	GTDC1	SIDM00499
PNPLA7	NSMF	SIDM00499
L2HGDH	MNAT1	SIDM00501
MAST3	CAV1	SIDM00501
PTPRF	KDM4A	SIDM00501
DOT1L	CSNK1G2	SIDM00502
FAR2	STK38L	SIDM00502
TJP3	APBA3	SIDM00502
ABCB10	AAMDC	SIDM00503
ANXA4	GMCL1	SIDM00503
ARMC7	TMEM94	SIDM00503
BANP	CA5A	SIDM00503
CA5A	BANP	SIDM00503
GLOD4	NXN	SIDM00503
IFT81	ATP2A2	SIDM00503
MAP7D1	NPHP4	SIDM00503
OGFOD3	HEXDC	SIDM00503
PLA2G1B	GATC	SIDM00503
PRDX5	TRMT112	SIDM00503
RPS19	SNHG12	SIDM00503
SLC47A1	KRT19	SIDM00503
SUSD1	ECPAS	SIDM00503
TMEM212	FNDC3B	SIDM00503
WNT4	HSPG2	SIDM00503
ALG14	CACNA1A	SIDM00504
AOX1	TET3	SIDM00504
AUTS2	TMCC1	SIDM00504
C19orf57	SLC44A3-AS1	SIDM00504
CBFA2T3	PIEZO1	SIDM00504
DDHD2	USF3	SIDM00504
EXOC4	ELP4	SIDM00504
HECW1	BLVRA	SIDM00504
MROH7-TTC4	TTC4	SIDM00504
MUTYH	GTF2B	SIDM00504
SLC5A12	BBOX1-AS1	SIDM00504
SLMAP	FLNB	SIDM00504
STK11	CIRBP	SIDM00504
TXLNB	FYN	SIDM00504
UBC	NCOR2	SIDM00504
CSMD3	CLN8	SIDM00505
