broad	ccle_name	sanger	alt_ccle	alt_broad
ACH-000846	FADU_UPPER_AERODIGESTIVE_TRACT	SIDM00860		
ACH-000847	HGC27_STOMACH	SIDM00290		
ACH-000848	JHH7_LIVER	SIDM00614		
ACH-000849	MDAMB468_BREAST	SIDM00628		
ACH-000850	HS698T_FIBROBLAST	SIDM01705		
ACH-000851	MORCPR_LUNG	SIDM01628		
ACH-000852	NCIH1435_LUNG	SIDM00658		
ACH-000853	NCIH661_LUNG	SIDM01122		
ACH-000854	OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-000855	KYSE150_OESOPHAGUS	SIDM01031		
ACH-000856	CAL51_BREAST	SIDM00933		
ACH-000857	CAL851_BREAST	SIDM00928		
ACH-000858	KNS62_LUNG	SIDM00606		
ACH-000859	HCC1954_BREAST	SIDM00872		
ACH-000860	NCIH358_LUNG	SIDM00718		
ACH-000861	HOP62_LUNG	SIDM00133		
ACH-000862	KMBC2_URINARY_TRACT	SIDM01578		
ACH-000863	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SIDM00867		
ACH-000864	COLO684_ENDOMETRIUM	SIDM00142		
ACH-000865	KYSE450_OESOPHAGUS	SIDM01027		
ACH-000866	NCIH1048_LUNG	SIDM00654		
ACH-000867	CHAGOK1_LUNG	SIDM00924		
ACH-000868	HCC1195_LUNG	SIDM01607		
ACH-000869	NCIH1568_LUNG	SIDM00750		
ACH-000870	NCIH1930_LUNG	SIDM01672		
ACH-000871	NCIH510_LUNG	SIDM00927		
ACH-000872	HCC515_LUNG	SIDM01610		
ACH-000873	KYSE270_OESOPHAGUS	SIDM01029		
ACH-000874	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01086		
ACH-000875	NCIH2347_LUNG	SIDM00726		
ACH-000876	MDAMB415_BREAST	SIDM00630		
ACH-000877	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00862		
ACH-000878	HCC15_LUNG	SIDM01072		
ACH-000879	MFE296_ENDOMETRIUM	SIDM00334		
ACH-000880	AGS_STOMACH	SIDM00850		
ACH-000881	MELJUSO_SKIN	SIDM00336		
ACH-000882	IGR1_SKIN	SIDM01060		
ACH-000883	SW1783_CENTRAL_NERVOUS_SYSTEM	SIDM01164		
ACH-000884	MDAMB435S_SKIN	SIDM01222		
ACH-000885	TOV21G_OVARY	SIDM01169		
ACH-000886	NCIH2009_LUNG	SIDM00756		
ACH-000887	SF172_CENTRAL_NERVOUS_SYSTEM	SIDM01351		
ACH-000888	NCIH1793_LUNG	SIDM00755		
ACH-000889	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01577		
ACH-000890	SW1271_LUNG	SIDM01156		
ACH-000891	HCC1438_LUNG	SIDM01605		
ACH-000892	NCIH1563_LUNG	SIDM00751		
ACH-000893	NCIH1651_LUNG	SIDM00744		
ACH-000894	NCIH1869_LUNG	SIDM00768		
ACH-000895	CL34_LARGE_INTESTINE	SIDM00945		
ACH-000896	647V_URINARY_TRACT	SIDM00983		
ACH-000897	FTC238_THYROID	SIDM00228		
ACH-000898	SNU719_STOMACH	SIDM01450		
ACH-000899	WM88_SKIN	SIDM01768		
ACH-000900	NCIH23_LUNG	SIDM00138		
ACH-000901	HCC1359_LUNG	SIDM01606		
ACH-000902	CAL148_BREAST	SIDM00938		
ACH-000903	FTC133_THYROID	SIDM00213		
ACH-000904	NCIH2106_LUNG	SIDM01668		
ACH-000905	5637_URINARY_TRACT	SIDM00807		
ACH-000906	ES2_OVARY	SIDM00861		
ACH-000907	SNU349_KIDNEY	SIDM01394		
ACH-000908	SNU520_STOMACH	SIDM01770		
ACH-000909	JHUEM2_ENDOMETRIUM	SIDM01729		
ACH-000910	MDAMB453_BREAST	SIDM00272		
ACH-000911	NUGC3_STOMACH	SIDM00572		
ACH-000912	NCIH2286_LUNG	SIDM00017		
ACH-000913	ESS1_ENDOMETRIUM	SIDM01043		
ACH-000914	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00661		
ACH-000915	IPC298_SKIN	SIDM01059		
ACH-000916	NCIH1573_LUNG	SIDM00749		
ACH-000917	TE4_OESOPHAGUS	SIDM00250		
ACH-000918	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00431		
ACH-000919	IM95_STOMACH	SIDM00602		
ACH-000920	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00958		
ACH-000921	NCIH1339_LUNG	SIDM01387		
ACH-000922	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00449		
ACH-000923	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01530		
ACH-000924	NCIH2172_LUNG	SIDM00926		
ACH-000925	DV90_LUNG	SIDM01510		
ACH-000926	HT55_LARGE_INTESTINE	SIDM00541		
ACH-000927	BT474_BREAST	SIDM00963		
ACH-000928	JHUEM1_ENDOMETRIUM	SIDM01572		
ACH-000929	NCIH2110_LUNG	SIDM00703		
ACH-000930	HCC1569_BREAST	SIDM00878		
ACH-000931	HMCB_SKIN	SIDM00914		
ACH-000932	SNU1_STOMACH	SIDM01146		
ACH-000933	SNU324_PANCREAS	SIDM01451		
ACH-000934	MDAMB361_BREAST	SIDM00528		
ACH-000935	MDST8_LARGE_INTESTINE	SIDM00527		
ACH-000936	EFO27_OVARY	SIDM01051		
ACH-000937	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00451		
ACH-000938	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00429		
ACH-000939	SKUT1_SOFT_TISSUE	SIDM01113		
ACH-000940	AN3CA_ENDOMETRIUM	SIDM00901		
ACH-000941	HEC1B_ENDOMETRIUM	SIDM01241		
ACH-000942	HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01618		
ACH-000943	RKO_LARGE_INTESTINE	SIDM01090		
ACH-000944	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00641		
ACH-000945	NCIH650_LUNG	SIDM01124		
ACH-000946	HEC265_ENDOMETRIUM	SIDM01612		
ACH-000947	OVK18_OVARY	SIDM00238		
ACH-000948	2313287_STOMACH	SIDM00980		
ACH-000949	TGBC11TKB_STOMACH	SIDM00251		
ACH-000950	LOVO_LARGE_INTESTINE	SIDM00839		
ACH-000951	NCIH2342_LUNG	SIDM00727		
ACH-000952	MDAPCA2B_PROSTATE	SIDM01664		
ACH-000953	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01154		
ACH-000954	HEC1A_ENDOMETRIUM	SIDM00595		
ACH-000955	SNU407_LARGE_INTESTINE	SIDM00214		
ACH-000956	22RV1_PROSTATE	SIDM00499		
ACH-000957	LS180_LARGE_INTESTINE	SIDM00680		
ACH-000958	SW48_LARGE_INTESTINE	SIDM00837		
ACH-000959	SNUC4_LARGE_INTESTINE	SIDM00500		
ACH-000960	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00447		
ACH-000961	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	SIDM00037		
ACH-000962	OC314_OVARY	SIDM00220		
ACH-000963	CCK81_LARGE_INTESTINE	SIDM00487		
ACH-000964	MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00153		
ACH-000965	RL952_ENDOMETRIUM	SIDM01088		
ACH-000966	IGROV1_OVARY	SIDM00151		
ACH-000967	SNUC2A_LARGE_INTESTINE	SIDM00780		
ACH-000968	COLO792_SKIN	SIDM00140		
ACH-000969	KM12_LARGE_INTESTINE	SIDM00150		
ACH-000970	SNUC5_LARGE_INTESTINE	SIDM00498		
ACH-000971	HCT116_LARGE_INTESTINE	SIDM00783		
ACH-000972	HEC151_ENDOMETRIUM	SIDM01609		
ACH-000973	639V_URINARY_TRACT	SIDM00999		
ACH-000974	SNGM_ENDOMETRIUM	SIDM00373		
ACH-000975	HCC2450_LUNG	SIDM01600		
ACH-000976	HUCCT1_BILIARY_TRACT	SIDM00587		
ACH-000977	LNCAPCLONEFGC_PROSTATE	SIDM00683		
ACH-000978	EN_ENDOMETRIUM	SIDM01045		
ACH-000979	DU145_PROSTATE	SIDM00120		
ACH-000980	NCIH1155_LUNG	SIDM00651		
ACH-000981	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00946		
ACH-000982	GP2D_LARGE_INTESTINE	SIDM00536		
ACH-000983	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01004		
ACH-000984	HEC6_ENDOMETRIUM	SIDM01619		
ACH-000985	LS411N_LARGE_INTESTINE	SIDM00660		
ACH-000986	HT115_LARGE_INTESTINE	SIDM00534		
ACH-000987	MEWO_SKIN	SIDM00545		
ACH-000988	MFE319_ENDOMETRIUM	SIDM00333		
ACH-000989	SNU175_LARGE_INTESTINE	SIDM00216		
ACH-000990	HEC108_ENDOMETRIUM	SIDM01608		
ACH-000991	SNU81_LARGE_INTESTINE	SIDM00193		
ACH-000992	BICR18_UPPER_AERODIGESTIVE_TRACT	SIDM01519		
ACH-000993	JHUEM7_ENDOMETRIUM	SIDM01588		
ACH-000994	HEC59_ENDOMETRIUM	SIDM01617		
ACH-000995	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01016		
ACH-000996	HEC251_ENDOMETRIUM	SIDM01611		
ACH-000997	HCT15_LARGE_INTESTINE	SIDM00789		
ACH-000998	CW2_LARGE_INTESTINE	SIDM00282		
ACH-000999	SNU1040_LARGE_INTESTINE	SIDM00217		
ACH-001000	1321N1_CENTRAL_NERVOUS_SYSTEM			
ACH-001001	143B_BONE	SIDM00804		
ACH-001002	451LU_SKIN	SIDM01240		
ACH-001007	A673STAG2KO16_ENGINEERED			
ACH-001008	A673STAG2KO45_ENGINEERED			
ACH-001009	A673STAG2NT14_ENGINEERED			
ACH-001010	A673STAG2NT23_ENGINEERED			
ACH-001011	ACCS_URINARY_TRACT	SIDM01166		
ACH-001015	AZ521_SMALL_INTESTINE			
ACH-001016	BECKER_CENTRAL_NERVOUS_SYSTEM	SIDM00490		
ACH-001017	BGC823_STOMACH			
ACH-001018	BJHTERT_FIBROBLAST		BJHTERT_SKIN	
ACH-001020	BT16_SOFT_TISSUE	SIDM01521		
ACH-001021	C3A_LIVER	SIDM01237		
ACH-001022	CBAGPN_BONE	SIDM01544		
ACH-001023	CGTHW1_THYROID	SIDM01248		
ACH-001024	CHL1_SKIN	SIDM01228		
ACH-001028	CHLA06ATRT_SOFT_TISSUE	SIDM01550		
ACH-001029	CHLA10_BONE	SIDM01542		
ACH-001030	CHLA218_BONE	SIDM01538		
ACH-001031	CHLA266_SOFT_TISSUE	SIDM01537		
ACH-001032	CHLA32_BONE	SIDM01536		
ACH-001033	CHLA57_BONE	SIDM01535		
ACH-001034	CHLA9_BONE	SIDM01534		
ACH-001035	CHLA99_BONE	SIDM01513		
ACH-001036	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01235		
ACH-001037	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001038	COGE352_BONE	SIDM01486		
ACH-001039	COLO205_LARGE_INTESTINE	SIDM00826		
ACH-001041	COLO699_LUNG	SIDM00911		
ACH-001042	COLO704_OVARY	SIDM01719		
ACH-001043	COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01718		
ACH-001044	COLO818_SKIN	SIDM01153		
ACH-001045	COLO849_SKIN			
ACH-001047	CORL51_LUNG	SIDM01717		
ACH-001048	COV504_OVARY	SIDM01475		
ACH-001049	CPCN_LUNG	SIDM00953		
ACH-001050	CW9019_SOFT_TISSUE	SIDM01481		
ACH-001052	D384_CENTRAL_NERVOUS_SYSTEM			
ACH-001053	D425_CENTRAL_NERVOUS_SYSTEM	SIDM01501		
ACH-001054	D458_CENTRAL_NERVOUS_SYSTEM	SIDM01493		
ACH-001055	D556_CENTRAL_NERVOUS_SYSTEM			
ACH-001057	DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01509		
ACH-001058	DFCI024_LUNG			
ACH-001059	DL_SOFT_TISSUE	SIDM01507		
ACH-001060	DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01506		
ACH-001061	DLD1_LARGE_INTESTINE	SIDM00787		
ACH-001063	DOV13_OVARY	SIDM00969		
ACH-001064	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00863		
ACH-001065	EVSAT_BREAST	SIDM01042		
ACH-001066	EWS834_BONE	SIDM01713		
ACH-001067	F5_CENTRAL_NERVOUS_SYSTEM	SIDM01497		
ACH-001068	FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01496		
ACH-001071	GLC82_LUNG			
ACH-001072	GRM_SKIN	SIDM00468		
ACH-001075	NCIH292_LUNG	SIDM00493		
ACH-001078	HCC1588_LUNG			
ACH-001079	HCC1897_LUNG			
ACH-001081	HCC2998_LARGE_INTESTINE	SIDM00118		
ACH-001084	HCT8_LARGE_INTESTINE	SIDM00786		
ACH-001086	HELA_CERVIX	SIDM00846		
ACH-001087	HK2_KIDNEY			
ACH-001088	HLC1_LUNG			
ACH-001089	HLE_LIVER	SIDM00064		
ACH-001090	HN_UPPER_AERODIGESTIVE_TRACT	SIDM01061		
ACH-001091	HRT18_LARGE_INTESTINE	SIDM00788		
ACH-001092	HS571T_OVARY	SIDM01707		
ACH-001093	HS604T_FIBROBLAST	SIDM01706		
ACH-001094	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00805		
ACH-001096	JR_SOFT_TISSUE	SIDM01584		
ACH-001097	KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01737		
ACH-001098	KCIMOH1_PANCREAS			
ACH-001099	KD_SOFT_TISSUE	SIDM01663		
ACH-001100	KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01661		
ACH-001101	KLM1_PANCREAS			
ACH-001103	KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01035		
ACH-001106	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01034		
ACH-001107	KP1N_PANCREAS	SIDM00583		
ACH-001108	KP1NL_PANCREAS	SIDM01755		
ACH-001109	KPMRTRY_SOFT_TISSUE	SIDM01655		
ACH-001111	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01392		
ACH-001113	LC1SQSF_LUNG	SIDM01226		
ACH-001116	LP6_SOFT_TISSUE			
ACH-001118	M059J_CENTRAL_NERVOUS_SYSTEM	SIDM00659		
ACH-001119	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01361		
ACH-001120	MB157_BREAST			
ACH-001121	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00827		
ACH-001122	MKL1_SKIN			
ACH-001123	MKL2_SKIN			
ACH-001125	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	SIDM00532		
ACH-001126	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	SIDM00504		
ACH-001127	MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00145		
ACH-001128	MON_SOFT_TISSUE	SIDM01374		
ACH-001129	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01022		
ACH-001130	MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001131	MS1_SKIN	SIDM00408		
ACH-001132	MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001134	MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001136	NCIH187_LUNG	SIDM00767		
ACH-001137	NCIH1993_LUNG	SIDM00758		
ACH-001138	NCIH2141_LUNG	SIDM00699		
ACH-001140	NCIH820_LUNG	SIDM00019		
ACH-001142	NHAHTDD_CENTRAL_NERVOUS_SYSTEM		NHAHTDD_PRIMARY	
ACH-001143	NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001144	OC315_OVARY			
ACH-001145	OC316_OVARY	SIDM00219		
ACH-001146	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001147	OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001148	OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001150	OUMS27_BONE			
ACH-001151	OVCAR5_OVARY	SIDM00091		
ACH-001162	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM01776		
ACH-001163	CCLFPEDS0001T_KIDNEY			
ACH-001164	CCLFPEDS0003T_SOFT_TISSUE			
ACH-001170	PETA_SKIN			
ACH-001171	PL45_PANCREAS	SIDM01115		
ACH-001172	R256_CENTRAL_NERVOUS_SYSTEM			
ACH-001173	R262_CENTRAL_NERVOUS_SYSTEM	SIDM01317		
ACH-001175	RCC4_KIDNEY			
ACH-001182	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00813		
ACH-001183	RT11284_URINARY_TRACT	SIDM01202		
ACH-001184	SCMCRM2_SOFT_TISSUE	SIDM01346		
ACH-001187	SF8657_SKIN			
ACH-001188	SHSY5Y_AUTONOMIC_GANGLIA	SIDM01236		
ACH-001189	SJRH30_SOFT_TISSUE	SIDM01095		
ACH-001190	SKMEL2_SKIN	SIDM00082		
ACH-001192	SKNEP1_BONE	SIDM00027		
ACH-001193	SKPNDW_BONE	SIDM01097		
ACH-001194	SKRC31_KIDNEY			
ACH-001196	SMSCTR_SOFT_TISSUE	SIDM01337		
ACH-001197	SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001198	SNB19_CENTRAL_NERVOUS_SYSTEM	SIDM00109		
ACH-001199	SNUC2B_LARGE_INTESTINE	SIDM00781		
ACH-001200	STM9101_SOFT_TISSUE			
ACH-001201	SUMB002_CENTRAL_NERVOUS_SYSTEM			
ACH-001203	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00422		
ACH-001205	TC32_BONE	SIDM01465		
ACH-001206	TCC466_BONE			
ACH-001207	TIG3TD_FIBROBLAST			
ACH-001208	TK10_KIDNEY	SIDM00113		
ACH-001210	TTC1240_SOFT_TISSUE	SIDM01459		
ACH-001211	TTC549_SOFT_TISSUE	SIDM01457		
ACH-001212	TTC642_SOFT_TISSUE	SIDM01456		
ACH-001214	U138MG_CENTRAL_NERVOUS_SYSTEM	SIDM01192		
ACH-001224	UMRC2_KIDNEY			
ACH-001225	UMRC6_KIDNEY			
ACH-001228	UPCISCC152_UPPER_AERODIGESTIVE_TRACT	SIDM00398		
ACH-001229	UPCISCC154_UPPER_AERODIGESTIVE_TRACT			
ACH-001230	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001232	UW228_CENTRAL_NERVOUS_SYSTEM	SIDM01399		
ACH-001233	VMRCLCD_LUNG	SIDM00320		
ACH-001234	VMRCLCP_LUNG			
ACH-001239	WM2664_SKIN	SIDM00979		
ACH-001249	YMB1_BREAST	SIDM01260		
ACH-001270	127399_SOFT_TISSUE	SIDM01315		
ACH-001272	FUJI_SOFT_TISSUE			
ACH-001274	SW982_SOFT_TISSUE	SIDM01161		
ACH-001275	SYO1_SOFT_TISSUE	SIDM01453		
ACH-001277	YAMATO_SOFT_TISSUE	SIDM01410		
ACH-001278	BIN67_OVARY	SIDM01516		
ACH-001279	SCCOHT1_OVARY			
ACH-001280	SCS214_SOFT_TISSUE	SIDM01345		
ACH-001282	CHLA258_BONE	SIDM01720		
ACH-001283	TC106_BONE	SIDM01468		
ACH-001289	COGAR359_SOFT_TISSUE	SIDM01488		
ACH-001295	Y79_AUTONOMIC_GANGLIA	SIDM01395		
ACH-001300	CHLA15_AUTONOMIC_GANGLIA	SIDM01540		
ACH-001301	COGN278_AUTONOMIC_GANGLIA	SIDM01485		
ACH-001302	COGN305_AUTONOMIC_GANGLIA	SIDM01484		
ACH-001303	NB1643_AUTONOMIC_GANGLIA	SIDM01388		
ACH-001306	8305C_THYROID	SIDM00997		
ACH-001307	8505C_THYROID	SIDM00996		
ACH-001310	HA1E_KIDNEY	SIDM01712		
ACH-001318	PLCPRF5_LIVER	SIDM01318		
ACH-001321	TT_THYROID	SIDM00484		
ACH-001322	CME1_SOFT_TISSUE	SIDM01489		
ACH-001328	A431_SKIN	SIDM00995		
ACH-001329	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	SIDM01524		
ACH-001331	BICR10_UPPER_AERODIGESTIVE_TRACT	SIDM00077		
ACH-001332	BICR78_UPPER_AERODIGESTIVE_TRACT	SIDM00501		
ACH-001333	C33A_CERVIX	SIDM00889		
ACH-001334	C4I_CERVIX	SIDM00905		
ACH-001335	C4II_CERVIX	SIDM00906		
ACH-001336	CASKI_CERVIX	SIDM00923		
ACH-001338	CHP134_AUTONOMIC_GANGLIA	SIDM00285		
ACH-001339	COLO794_SKIN	SIDM00514		
ACH-001340	COV413A_OVARY	SIDM01478		
ACH-001341	DOTC24510_CERVIX	SIDM00864		
ACH-001344	GIMEN_AUTONOMIC_GANGLIA	SIDM00227		
ACH-001345	GP5D_LARGE_INTESTINE	SIDM00537		
ACH-001346	H103_UPPER_AERODIGESTIVE_TRACT	SIDM01568	H103_BUCCAL	
ACH-001347	H157_UPPER_AERODIGESTIVE_TRACT			
ACH-001350	HTCC3_THYROID	SIDM00496		
ACH-001353	JOPACA1_PANCREAS	SIDM01585		
ACH-001354	LAN2_AUTONOMIC_GANGLIA	SIDM01370		
ACH-001355	LAN6_AUTONOMIC_GANGLIA	SIDM00330		
ACH-001356	MB1_THYROID	SIDM01639		
ACH-001357	MCF10A_BREAST			
ACH-001358	MDAMB330_BREAST	SIDM00631		
ACH-001359	ME180_CERVIX	SIDM00627		
ACH-001360	MS751_CERVIX	SIDM00638		
ACH-001362	NCIH1770_LUNG	SIDM00737		
ACH-001363	NCIH2135_LUNG	SIDM00700		
ACH-001364	NCIH345_LUNG	SIDM00719		
ACH-001365	NCIH847_LUNG	SIDM01149		
ACH-001366	NGP_AUTONOMIC_GANGLIA			
ACH-001367	NMB_AUTONOMIC_GANGLIA	SIDM01383		
ACH-001368	OACM51_OESOPHAGUS	SIDM00444		
ACH-001369	OCIC5X_OVARY	SIDM01380		
ACH-001370	OCIP5X_OVARY			
ACH-001373	OV17R_OVARY	SIDM00476		
ACH-001374	PA1_OVARY	SIDM01140		
ACH-001375	PACADD119_PANCREAS	SIDM01354		
ACH-001376	PACADD135_PANCREAS	SIDM01353		
ACH-001377	PACADD137_PANCREAS	SIDM01352		
ACH-001378	PACADD159_PANCREAS	SIDM01330		
ACH-001379	PACADD161_PANCREAS	SIDM01329		
ACH-001380	PACADD165_PANCREAS	SIDM01328		
ACH-001382	PACADD188_PANCREAS	SIDM01326		
ACH-001383	PWR1E_PROSTATE	SIDM01114		
ACH-001384	RO82W1_THYROID	SIDM00218		
ACH-001385	RPMI2650_SKIN	SIDM00809	RPMI2650_UPPER_AERODIGESTIVE_TRACT	
ACH-001386	SCLC22H_LUNG	SIDM00028		
ACH-001388	SUM102PT_BREAST			
ACH-001389	SUM1315MO2_BREAST			
ACH-001390	SUM149PT_BREAST	SIDM01441		
ACH-001391	SUM159PT_BREAST	SIDM01452		
ACH-001392	SUM185PE_BREAST	SIDM01430		
ACH-001393	SUM190PT_BREAST			
ACH-001394	SUM229PE_BREAST	SIDM01461		
ACH-001395	SUM44PE_BREAST			
ACH-001396	SUM52PE_BREAST	SIDM01422		
ACH-001397	SUM225CWN_BREAST			
ACH-001398	SW156_KIDNEY	SIDM01162		
ACH-001399	SW626_LARGE_INTESTINE	SIDM01168	SW626_OVARY	
ACH-001400	SW954_CERVIX	SIDM01157	SW954_VULVA	
ACH-001401	SW13_ADRENAL_CORTEX	SIDM00814		
ACH-001402	SW756_CERVIX	SIDM01174		
ACH-001403	TO14_OVARY	SIDM01420		
ACH-001407	UMUC13_URINARY_TRACT	SIDM01406		
ACH-001408	UMUC14_URINARY_TRACT	SIDM01405		
ACH-001409	UMUC16_URINARY_TRACT	SIDM01404		
ACH-001410	UMUC4_URINARY_TRACT			
ACH-001411	UMUC5_URINARY_TRACT			
ACH-001412	UMUC10_URINARY_TRACT	SIDM01408		
ACH-001413	UMUC11_URINARY_TRACT	SIDM01407		
ACH-001414	UMUC6_URINARY_TRACT	SIDM01403		
ACH-001415	UMUC7_URINARY_TRACT	SIDM01402		
ACH-001416	UMUC9_URINARY_TRACT	SIDM01401		
ACH-001417	UMC11_LUNG	SIDM01183		
ACH-001418	UWB1289_OVARY	SIDM00815		
ACH-001419	VP229_BREAST			
ACH-001421	WERIRB1_AUTONOMIC_GANGLIA	SIDM01414		
ACH-001422	WPE1NA22_PROSTATE			
ACH-001430	TC138_BONE	SIDM01467		
ACH-001431	TC205_BONE	SIDM01466		
ACH-001433	CCLFPEDS0008T_SOFT_TISSUE			
ACH-001441	921_UVEA			
ACH-001442	A388_SKIN	SIDM00794		
ACH-001443	ASH3_THYROID	SIDM00491		
ACH-001444	BEWO_PLACENTA	SIDM00692		
ACH-001450	BLUE1_HAEMATOPOIETIC_AND_LYMPHOID	SIDM01515	BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ACH-001451	BOKU_CERVIX	SIDM00073		
ACH-001452	BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00984		
ACH-001453	BPH1_PROSTATE	SIDM00964		
ACH-001454	C10_LARGE_INTESTINE	SIDM01532		
ACH-001456	C125PM_LARGE_INTESTINE	SIDM01541		
ACH-001458	C75_LARGE_INTESTINE	SIDM01533		
ACH-001459	C80_LARGE_INTESTINE	SIDM01549		
ACH-001460	C84_LARGE_INTESTINE	SIDM01548		
ACH-001461	C99_LARGE_INTESTINE	SIDM01547		
ACH-001484	CI_HAEMATOPOIETIC_AND_LYMPHOID	SIDM01631	CI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ACH-001485	CII_HAEMATOPOIETIC_AND_LYMPHOID	SIDM01429	CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
ACH-001489	CORL32_LUNG	SIDM00508		
ACH-001490	CORL321_LUNG	SIDM00507	CORL321_PLEURA	
ACH-001494	EGI1_BILIARY_TRACT	SIDM01050		
ACH-001495	EMTOKA_ENDOMETRIUM			
ACH-001496	ESO26_OESOPHAGUS	SIDM00539		
ACH-001497	ESO51_OESOPHAGUS	SIDM00538		
ACH-001498	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIDM00859		
ACH-001500	FLO1_OESOPHAGUS	SIDM01041		
ACH-001501	FTC236_THYROID	SIDM00229		
ACH-001509	H357_UPPER_AERODIGESTIVE_TRACT			
ACH-001510	H376_UPPER_AERODIGESTIVE_TRACT			
ACH-001511	H413_UPPER_AERODIGESTIVE_TRACT			
ACH-001513	HCA1_CERVIX			
ACH-001514	HCC1008_BREAST			
ACH-001515	HCS2_CERVIX			
ACH-001516	HCSC1_CERVIX			
ACH-001517	HEC1_ENDOMETRIUM	SIDM00596		
ACH-001518	HEC116_ENDOMETRIUM			
ACH-001519	HEMCSS_BONE	SIDM00535		
ACH-001520	HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			
ACH-001521	HKA1_SKIN	SIDM01620		
ACH-001522	HMY1_SKIN	SIDM01623		
ACH-001523	HSC1_SKIN	SIDM01557		
ACH-001524	HSC5_SKIN	SIDM01738		
ACH-001525	HT3_CERVIX	SIDM00679		
